region,country_code,country,year,sex,hrs_unpaid_dom_care_work,prop_internet,hrs_dom_care_work,labor_force,prop_self_employed,prop_nat_parl,prop_female_judge,prop_family_worker,prop_employers,perc_industrial,perc_service,key
Developed regions,616,Poland,2010,Female,NA,60.55,NA,29.63,11.78,20,0.64,5.59,2.72,16.08,71.17,Developed regions--616--Poland--2010--Female
Developed regions,616,Poland,2010,Male,NA,64.32,NA,39.29,17.36,NA,NA,2.5,5.45,41.74,44.86,Developed regions--616--Poland--2010--Male
Developed regions,616,Poland,2010,Both sexes,NA,62.32,NA,34.58,14.86,NA,NA,3.88,4.23,30.28,56.6,Developed regions--616--Poland--2010--Both sexes
Developed regions,616,Poland,2004,Female,NA,31.34,NA,31.24,13.87,20.2,0.63,7.15,2.76,17.71,65.7,Developed regions--616--Poland--2004--Female
Developed regions,616,Poland,2004,Male,NA,33.9,NA,38.99,19.85,NA,NA,3.89,5.01,38.39,NA,Developed regions--616--Poland--2004--Male
Developed regions,616,Poland,2004,Both sexes,NA,32.53,NA,35.14,17.14,NA,NA,5.37,3.99,29.04,53.35,Developed regions--616--Poland--2004--Both sexes
Developed regions,616,Poland,2006,Female,NA,42.13,NA,30.69,12.75,20.4,0.63,6.24,2.77,17.47,67.47,Developed regions--616--Poland--2006--Female
Developed regions,616,Poland,2006,Male,NA,47.18,NA,37.54,18.38,NA,NA,3.16,5.05,40.04,43.52,Developed regions--616--Poland--2006--Male
Developed regions,616,Poland,2006,Both sexes,NA,44.58,NA,34.17,15.86,NA,NA,4.54,4.03,29.97,54.21,Developed regions--616--Poland--2006--Both sexes
Developed regions,616,Poland,2011,Female,NA,60.45,NA,28.08,11.69,24.1,0.64,5.25,2.88,16.47,71.26,Developed regions--616--Poland--2011--Female
Developed regions,616,Poland,2011,Male,NA,63.62,NA,38.7,17.51,NA,NA,2.51,5.29,42.01,44.52,Developed regions--616--Poland--2011--Male
Developed regions,616,Poland,2011,Both sexes,NA,61.95,NA,33.53,14.92,NA,NA,3.72,4.22,30.66,56.4,Developed regions--616--Poland--2011--Both sexes
Developed regions,616,Poland,2012,Female,NA,61.6,NA,28.36,11.36,23.7,0.64,4.96,2.86,16.07,72.18,Developed regions--616--Poland--2012--Female
Developed regions,616,Poland,2012,Male,NA,63.1,NA,38.53,17.38,NA,NA,2.37,5.22,41.9,44.79,Developed regions--616--Poland--2012--Male
Developed regions,616,Poland,2012,Both sexes,NA,62.31,NA,33.58,14.7,NA,NA,3.52,4.17,30.4,56.98,Developed regions--616--Poland--2012--Both sexes
Developed regions,616,Poland,2013,Both sexes,NA,62.85,NA,33.3,14.33,NA,NA,3.3,4.2,30.52,57.43,Developed regions--616--Poland--2013--Both sexes
Developed regions,620,Portugal,2003,Female,NA,22.88,NA,41.4,19.96,19.1,NA,2.16,3.59,20.69,65.28,Developed regions--620--Portugal--2003--Female
Developed regions,620,Portugal,2003,Male,NA,28.6,NA,48.26,18.96,NA,NA,1.04,8.68,42.78,45.14,Developed regions--620--Portugal--2003--Male
Developed regions,620,Portugal,2003,Both sexes,NA,29.67,NA,44.85,19.42,NA,NA,1.55,6.35,32.66,54.37,Developed regions--620--Portugal--2003--Both sexes
Developed regions,620,Portugal,2008,Female,NA,40.08,NA,38.08,18.14,28.3,0.52,1.16,3.31,16.63,71.32,Developed regions--620--Portugal--2008--Female
Developed regions,620,Portugal,2008,Male,NA,48.37,NA,43.61,17.66,NA,NA,0.68,7.49,39.84,49.26,Developed regions--620--Portugal--2008--Male
Developed regions,620,Portugal,2008,Both sexes,NA,44.13,NA,40.89,17.89,NA,NA,0.91,5.54,28.99,59.57,Developed regions--620--Portugal--2008--Both sexes
Developed regions,620,Portugal,2005,Female,NA,31.47,NA,38.1,18.86,19.1,0.48,2.05,3.23,18.48,68.43,Developed regions--620--Portugal--2005--Female
Developed regions,620,Portugal,2005,Male,NA,38.69,NA,46,18.2,NA,NA,0.93,8.13,40.69,48.16,Developed regions--620--Portugal--2005--Male
Developed regions,620,Portugal,2005,Both sexes,NA,34.99,NA,42.12,18.51,NA,NA,1.45,5.86,30.39,57.56,Developed regions--620--Portugal--2005--Both sexes
Developed regions,620,Portugal,2007,Female,NA,38.06,NA,37.84,17.97,21.3,0.5,1.46,3.43,18.12,69.5,Developed regions--620--Portugal--2007--Female
Developed regions,620,Portugal,2007,Male,NA,46.31,NA,44.69,18.34,NA,NA,0.71,7.42,40.77,47.85,Developed regions--620--Portugal--2007--Male
Developed regions,620,Portugal,2007,Both sexes,NA,42.09,NA,41.33,18.17,NA,NA,1.06,5.57,30.24,57.92,Developed regions--620--Portugal--2007--Both sexes
Developed regions,620,Portugal,2009,Female,NA,43.9,NA,37.23,17.34,28.3,0.53,1.11,3.04,16.02,72.3,Developed regions--620--Portugal--2009--Female
Developed regions,620,Portugal,2009,Male,NA,52.85,NA,40.12,18.14,NA,NA,0.63,7.56,38.44,50.32,Developed regions--620--Portugal--2009--Male
Developed regions,620,Portugal,2009,Both sexes,NA,48.27,NA,38.7,17.76,NA,NA,0.86,5.42,27.8,60.75,Developed regions--620--Portugal--2009--Both sexes
Developed regions,620,Portugal,2010,Female,NA,48.32,NA,34.22,16.27,27.4,0.56,1.19,2.95,15.94,73.14,Developed regions--620--Portugal--2010--Female
Developed regions,620,Portugal,2010,Male,NA,58.5,NA,37.97,17.69,NA,NA,0.72,7.18,37.51,51.03,Developed regions--620--Portugal--2010--Male
Developed regions,620,Portugal,2010,Both sexes,NA,53.3,NA,36.12,17.01,NA,NA,0.94,5.17,27.26,61.55,Developed regions--620--Portugal--2010--Both sexes
Developed regions,620,Portugal,2004,Female,NA,28.81,NA,38.02,18.05,19.1,0.46,2.16,3.65,19.42,67.66,Developed regions--620--Portugal--2004--Female
Developed regions,620,Portugal,2004,Male,NA,34.9,NA,47.15,18.5,NA,NA,0.82,8.74,40.93,47.3,Developed regions--620--Portugal--2004--Male
Developed regions,620,Portugal,2004,Both sexes,NA,31.78,NA,42.64,18.3,NA,NA,1.44,6.41,31.06,56.64,Developed regions--620--Portugal--2004--Both sexes
Developed regions,620,Portugal,2006,Female,NA,34.64,NA,37.64,18.22,21.3,0.49,1.77,3.19,18.68,68.79,Developed regions--620--Portugal--2006--Female
Developed regions,620,Portugal,2006,Male,NA,41.55,NA,45.52,17.91,NA,NA,0.73,7.37,40.36,48.27,Developed regions--620--Portugal--2006--Male
Developed regions,620,Portugal,2006,Both sexes,NA,38.01,NA,41.65,18.05,NA,NA,1.21,5.44,30.31,57.78,Developed regions--620--Portugal--2006--Both sexes
Developed regions,620,Portugal,2011,Female,NA,52.53,NA,35.87,13.46,31.3,0.57,0.79,2.99,15.78,75.42,Developed regions--620--Portugal--2011--Female
Developed regions,620,Portugal,2011,Male,NA,58.1,NA,40.37,17.86,NA,NA,0.45,7.12,36.88,51.63,Developed regions--620--Portugal--2011--Male
Developed regions,620,Portugal,2011,Both sexes,NA,55.25,NA,38.15,15.77,NA,NA,0.61,5.16,26.85,62.94,Developed regions--620--Portugal--2011--Both sexes
Developed regions,620,Portugal,2002,Female,NA,14.84,NA,41.76,19.45,18.7,NA,2.82,3.33,21.11,64.97,Developed regions--620--Portugal--2002--Female
Developed regions,620,Portugal,2002,Male,NA,24.16,NA,52.38,19.42,NA,NA,1,8.72,43.45,45,Developed regions--620--Portugal--2002--Male
Developed regions,620,Portugal,2002,Both sexes,NA,19.37,NA,47.12,19.43,NA,NA,1.83,6.28,33.33,54.04,Developed regions--620--Portugal--2002--Both sexes
Developed regions,620,Portugal,2012,Female,NA,56.29,NA,34.91,13.61,28.7,0.57,0.76,3.29,14.81,76.28,Developed regions--620--Portugal--2012--Female
Developed regions,620,Portugal,2012,Male,NA,64.56,NA,39.19,18.96,NA,NA,0.57,6.67,34.76,52.67,Developed regions--620--Portugal--2012--Male
Developed regions,620,Portugal,2012,Both sexes,NA,60.34,NA,37.08,16.38,NA,NA,0.66,5.05,25.15,64.04,Developed regions--620--Portugal--2012--Both sexes
Developed regions,620,Portugal,2013,Female,NA,58.21,NA,33.75,13.4,31.3,0.58,0.75,3.29,14.74,77.37,Developed regions--620--Portugal--2013--Female
Developed regions,620,Portugal,2013,Male,NA,66.29,NA,36.22,18.51,NA,NA,0.59,7.05,32.08,55.5,Developed regions--620--Portugal--2013--Male
Developed regions,620,Portugal,2013,Both sexes,NA,62.1,NA,35,16.04,NA,NA,0.67,5.23,23.7,66.07,Developed regions--620--Portugal--2013--Both sexes
Developed regions,642,Romania,2008,Female,NA,30.79,NA,24.68,12.73,9.4,0.72,18.94,0.68,23.84,45.77,Developed regions--642--Romania--2008--Female
Developed regions,642,Romania,2008,Male,NA,34.11,NA,35.89,24.93,NA,NA,5.97,1.86,37.94,34.73,Developed regions--642--Romania--2008--Male
Developed regions,642,Romania,2008,Both sexes,NA,32.42,NA,30.41,19.44,NA,NA,11.8,1.33,31.6,39.69,Developed regions--642--Romania--2008--Both sexes
Developed regions,642,Romania,2007,Female,NA,26.23,NA,24.91,12.82,11.2,NA,19.91,0.69,24.66,44.33,Developed regions--642--Romania--2007--Female
Developed regions,642,Romania,2007,Male,NA,30.44,NA,35.9,25.42,NA,NA,6.48,2.1,36.99,34.7,Developed regions--642--Romania--2007--Male
Developed regions,642,Romania,2007,Both sexes,NA,28.3,NA,30.52,19.72,NA,NA,12.57,1.46,31.41,39.06,Developed regions--642--Romania--2007--Both sexes
Developed regions,642,Romania,2009,Female,NA,34.84,NA,25.76,12.49,11.4,0.65,19.21,0.77,21.94,47.35,Developed regions--642--Romania--2009--Female
Developed regions,642,Romania,2009,Male,NA,38.43,NA,35.89,24.95,NA,NA,6.14,1.95,36.58,35.65,Developed regions--642--Romania--2009--Male
Developed regions,642,Romania,2009,Both sexes,NA,36.6,NA,30.93,19.36,NA,NA,12,1.42,30.02,40.89,Developed regions--642--Romania--2009--Both sexes
Developed regions,642,Romania,2010,Female,NA,38.2,NA,25.55,13.43,11.4,0.65,20.24,0.71,19.89,47.76,Developed regions--642--Romania--2010--Female
Developed regions,642,Romania,2010,Male,NA,41.72,NA,36.53,27.44,NA,NA,6.54,1.8,34.93,35.11,Developed regions--642--Romania--2010--Male
Developed regions,642,Romania,2010,Both sexes,NA,39.93,NA,31.21,21.28,NA,NA,12.57,1.32,28.32,40.67,Developed regions--642--Romania--2010--Both sexes
Developed regions,642,Romania,2004,Female,NA,13.57,NA,31.66,NA,10.7,NA,22.05,0.87,26.03,40.96,Developed regions--642--Romania--2004--Female
Developed regions,642,Romania,2004,Male,NA,15.47,NA,40.43,25.07,NA,NA,7.71,2.18,35.38,32.42,Developed regions--642--Romania--2004--Male
Developed regions,642,Romania,2004,Both sexes,NA,14.5,NA,36.08,18.71,NA,NA,14.33,1.57,31.06,36.37,Developed regions--642--Romania--2004--Both sexes
Developed regions,642,Romania,2006,Female,NA,22.79,NA,25.86,12.15,11.2,NA,19.92,0.87,25.31,43.26,Developed regions--642--Romania--2006--Female
Developed regions,642,Romania,2006,Male,NA,26.61,NA,35.12,24.94,NA,NA,7.48,2.22,35.24,34.85,Developed regions--642--Romania--2006--Male
Developed regions,642,Romania,2006,Both sexes,NA,24.66,NA,30.56,19.1,NA,NA,13.15,1.61,30.71,38.69,Developed regions--642--Romania--2006--Both sexes
Developed regions,642,Romania,2011,Both sexes,NA,40.01,NA,30.71,19.7,NA,NA,12.31,1.19,28.56,42.18,Developed regions--642--Romania--2011--Both sexes
Developed regions,642,Romania,2012,Female,NA,44.31,NA,25.46,13.23,13.7,0.63,19.38,0.78,19.97,49.02,Developed regions--642--Romania--2012--Female
Developed regions,642,Romania,2012,Male,NA,47.51,NA,35.33,25.28,NA,NA,6.45,1.6,34.73,36.58,Developed regions--642--Romania--2012--Male
Developed regions,642,Romania,2012,Both sexes,NA,45.88,NA,30.54,19.95,NA,NA,12.17,1.24,28.21,42.08,Developed regions--642--Romania--2012--Both sexes
Developed regions,642,Romania,2013,Female,NA,48.05,NA,24.69,13.14,13.3,0.64,18.77,0.79,20.06,49.6,Developed regions--642--Romania--2013--Female
Developed regions,642,Romania,2013,Male,NA,51.54,NA,35.12,24.99,NA,NA,6.28,1.64,34.74,36.87,Developed regions--642--Romania--2013--Male
Developed regions,642,Romania,2013,Both sexes,NA,49.76,NA,30.07,19.78,NA,NA,11.77,1.27,28.28,42.46,Developed regions--642--Romania--2013--Both sexes
Developed regions,643,Russian Federation,2009,Female,NA,38.77,NA,39.21,5.35,14,0.43,0.32,0.94,17.91,75.69,Developed regions--643--Russian Federation--2009--Female
Developed regions,643,Russian Federation,2009,Male,NA,47.49,NA,47.42,5.93,NA,NA,0.35,1.73,36.78,52.82,Developed regions--643--Russian Federation--2009--Male
Developed regions,643,Russian Federation,2009,Both sexes,NA,42.55,NA,43.36,5.64,NA,NA,0.33,1.34,27.46,64.11,Developed regions--643--Russian Federation--2009--Both sexes
Developed regions,643,Russian Federation,2013,Female,NA,66.84,NA,35.4,5.13,13.6,NA,0.36,0.88,16.99,77.6,Developed regions--643--Russian Federation--2013--Female
Developed regions,643,Russian Federation,2013,Male,NA,69.24,NA,44.1,6.02,NA,NA,0.38,1.67,38,53.49,Developed regions--643--Russian Federation--2013--Male
Developed regions,643,Russian Federation,2013,Both sexes,NA,67.97,NA,39.8,5.59,NA,NA,0.37,1.28,27.73,65.28,Developed regions--643--Russian Federation--2013--Both sexes
Developed regions,643,Russian Federation,2014,Female,NA,66.6,NA,34.29,4.96,NA,NA,0.4,0.86,16.62,78.22,Developed regions--643--Russian Federation--2014--Female
Developed regions,643,Russian Federation,2014,Male,NA,67.92,NA,43,5.93,NA,NA,0.38,1.78,37.91,53.87,Developed regions--643--Russian Federation--2014--Male
Developed regions,643,Russian Federation,2014,Both sexes,NA,67.22,NA,38.73,5.46,NA,NA,0.39,1.33,27.52,65.76,Developed regions--643--Russian Federation--2014--Both sexes
Developed regions,688,Serbia,2007,Female,NA,28.23,NA,27.93,8.33,20.4,NA,11.94,2.93,19.6,60.9,Developed regions--688--Serbia--2007--Female
Developed regions,688,Serbia,2007,Male,NA,38.27,NA,38.06,21.43,NA,NA,3.07,5.08,36.53,41.73,Developed regions--688--Serbia--2007--Male
Developed regions,688,Serbia,2007,Both sexes,NA,33.15,NA,33.28,15.96,NA,NA,6.78,4.18,29.45,49.74,Developed regions--688--Serbia--2007--Both sexes
Developed regions,688,Serbia,2009,Female,NA,36.35,NA,24.51,12.46,21.6,NA,14.58,2.38,15.69,61.32,Developed regions--688--Serbia--2009--Female
Developed regions,688,Serbia,2009,Male,NA,47.27,NA,32.98,24.97,NA,NA,4.49,4.74,33.96,41.62,Developed regions--688--Serbia--2009--Male
Developed regions,688,Serbia,2009,Both sexes,NA,41.7,NA,28.91,19.57,NA,NA,8.85,3.72,26.07,50.13,Developed regions--688--Serbia--2009--Both sexes
Developed regions,703,Slovakia,2008,Female,NA,69.28,NA,26.75,5.95,19.3,0.63,0.18,1.7,24.4,73.4,Developed regions--703--Slovakia--2008--Female
Developed regions,703,Slovakia,2008,Male,NA,73.42,NA,37.82,13.97,NA,NA,0.09,4.38,52.46,42.19,Developed regions--703--Slovakia--2008--Male
Developed regions,703,Slovakia,2008,Both sexes,NA,71.31,NA,32.4,10.45,NA,NA,0.13,3.2,40.12,55.91,Developed regions--703--Slovakia--2008--Both sexes
Developed regions,703,Slovakia,2005,Female,NA,51.63,NA,32.41,4.99,16.7,NA,0.11,1.83,25.21,71.97,Developed regions--703--Slovakia--2005--Female
Developed regions,703,Slovakia,2005,Male,NA,58.91,NA,40.75,12.76,NA,NA,0.04,4.34,49.55,43.83,Developed regions--703--Slovakia--2005--Male
Developed regions,703,Slovakia,2005,Both sexes,NA,55.19,NA,36.65,9.32,NA,NA,0.07,3.23,38.75,56.32,Developed regions--703--Slovakia--2005--Both sexes
Developed regions,703,Slovakia,2007,Female,NA,60.23,NA,30.21,5.22,20,0.63,0.13,1.96,24.29,73.45,Developed regions--703--Slovakia--2007--Female
Developed regions,703,Slovakia,2007,Male,NA,63.44,NA,38.85,13.16,NA,NA,0.06,4.02,51.18,43.04,Developed regions--703--Slovakia--2007--Male
Developed regions,703,Slovakia,2007,Both sexes,NA,61.8,NA,34.63,9.68,NA,NA,0.09,3.12,39.37,56.4,Developed regions--703--Slovakia--2007--Both sexes
Developed regions,703,Slovakia,2009,Female,NA,73.29,NA,25.4,7.67,19.3,0.63,0.23,1.88,22.16,75.78,Developed regions--703--Slovakia--2009--Female
Developed regions,703,Slovakia,2009,Male,NA,77.12,NA,37.14,15.59,NA,NA,0.07,4.64,50.28,44.91,Developed regions--703--Slovakia--2009--Male
Developed regions,703,Slovakia,2009,Both sexes,NA,75.17,NA,31.4,12.11,NA,NA,0.14,3.42,37.92,58.48,Developed regions--703--Slovakia--2009--Both sexes
Developed regions,703,Slovakia,2010,Female,NA,76.47,NA,25.51,7.14,18,0.63,0.2,2.04,21.08,77.15,Developed regions--703--Slovakia--2010--Female
Developed regions,703,Slovakia,2010,Male,NA,82.47,NA,36.4,16.4,NA,NA,0.08,4.79,50,45.56,Developed regions--703--Slovakia--2010--Male
Developed regions,703,Slovakia,2010,Both sexes,NA,79.42,NA,31.07,12.27,NA,NA,0.13,3.57,37.11,59.64,Developed regions--703--Slovakia--2010--Both sexes
Developed regions,703,Slovakia,2004,Female,NA,48.41,NA,35.53,5.23,19.3,NA,0.25,1.84,26.37,70.69,Developed regions--703--Slovakia--2004--Female
Developed regions,703,Slovakia,2004,Male,NA,57.59,NA,42.67,11.22,NA,NA,0.13,4.69,49.58,43.16,Developed regions--703--Slovakia--2004--Male
Developed regions,703,Slovakia,2004,Both sexes,NA,52.89,NA,39.12,8.52,NA,NA,0.18,3.41,39.12,55.57,Developed regions--703--Slovakia--2004--Both sexes
Developed regions,703,Slovakia,2006,Female,NA,53.19,NA,30.85,5.4,16.7,0.63,0.06,1.87,24.74,72.75,Developed regions--703--Slovakia--2006--Female
Developed regions,703,Slovakia,2006,Male,NA,59.09,NA,39.65,12.59,NA,NA,0.04,4.06,49.78,44.23,Developed regions--703--Slovakia--2006--Male
Developed regions,703,Slovakia,2006,Both sexes,NA,56.08,NA,35.35,9.44,NA,NA,0.05,3.1,38.79,56.75,Developed regions--703--Slovakia--2006--Both sexes
Developed regions,703,Slovakia,2011,Female,NA,73.12,NA,22.69,7.52,15.3,0.63,0.1,2.13,21.31,77.25,Developed regions--703--Slovakia--2011--Female
Developed regions,703,Slovakia,2011,Male,NA,75.89,NA,37.16,16.2,NA,NA,0.04,4.6,50.29,45.3,Developed regions--703--Slovakia--2011--Male
Developed regions,703,Slovakia,2011,Both sexes,NA,74.44,NA,30.07,12.36,NA,NA,0.07,3.51,37.48,59.42,Developed regions--703--Slovakia--2011--Both sexes
Developed regions,703,Slovakia,2012,Female,NA,74.35,NA,23.63,7.95,18.7,0.63,0.09,1.89,20.88,77.45,Developed regions--703--Slovakia--2012--Female
Developed regions,703,Slovakia,2012,Male,NA,79.32,NA,37.07,15.84,NA,NA,0.05,3.92,50.64,44.88,Developed regions--703--Slovakia--2012--Male
Developed regions,703,Slovakia,2012,Both sexes,NA,76.71,NA,30.49,12.36,NA,NA,0.07,3.03,37.53,59.22,Developed regions--703--Slovakia--2012--Both sexes
Developed regions,703,Slovakia,2013,Female,NA,78.16,NA,23.69,7.91,18.7,0.63,0.1,1.75,19.19,79.13,Developed regions--703--Slovakia--2013--Female
Developed regions,703,Slovakia,2013,Male,NA,77.59,NA,37.56,15.9,NA,NA,0.05,4.22,49.09,46.27,Developed regions--703--Slovakia--2013--Male
Developed regions,703,Slovakia,2013,Both sexes,NA,77.88,NA,30.78,12.35,NA,NA,0.07,3.13,35.82,60.86,Developed regions--703--Slovakia--2013--Both sexes
Developed regions,705,Slovenia,2008,Female,NA,56.92,NA,37.39,4.17,12.2,0.76,5.42,1.69,22.53,68.66,Developed regions--705--Slovenia--2008--Female
Developed regions,705,Slovenia,2008,Male,NA,58.42,NA,47.7,8.86,NA,NA,3.23,4.4,45.34,45.5,Developed regions--705--Slovenia--2008--Male
Developed regions,705,Slovenia,2008,Both sexes,NA,57.68,NA,42.88,6.73,NA,NA,4.22,3.17,34.96,56.04,Developed regions--705--Slovenia--2008--Both sexes
Developed regions,705,Slovenia,2005,Female,NA,43.98,NA,36.26,3.87,12.2,0.74,6.85,1.93,25.29,65.3,Developed regions--705--Slovenia--2005--Female
Developed regions,705,Slovenia,2005,Male,NA,49.67,NA,44.54,9.42,NA,NA,3.42,4.4,46.65,43.72,Developed regions--705--Slovenia--2005--Male
Developed regions,705,Slovenia,2005,Both sexes,NA,46.81,NA,40.52,6.88,NA,NA,4.98,3.27,36.89,53.58,Developed regions--705--Slovenia--2005--Both sexes
Developed regions,705,Slovenia,2007,Female,NA,54.59,NA,35.39,4.97,12.2,0.76,6.68,1.58,22.67,66.03,Developed regions--705--Slovenia--2007--Female
Developed regions,705,Slovenia,2007,Male,NA,58.88,NA,47.65,10.13,NA,NA,3.21,4.74,44.91,44.55,Developed regions--705--Slovenia--2007--Male
Developed regions,705,Slovenia,2007,Both sexes,NA,56.74,NA,41.83,7.8,NA,NA,4.78,3.31,34.85,54.27,Developed regions--705--Slovenia--2007--Both sexes
Developed regions,705,Slovenia,2009,Female,NA,62.88,NA,35.8,4.08,13.3,0.77,6.91,1.85,21.61,68.95,Developed regions--705--Slovenia--2009--Female
Developed regions,705,Slovenia,2009,Male,NA,65.68,NA,45.37,10.16,NA,NA,4.25,4.62,42.62,47.62,Developed regions--705--Slovenia--2009--Male
Developed regions,705,Slovenia,2009,Both sexes,NA,64.28,NA,40.88,7.37,NA,NA,5.47,3.35,32.98,57.41,Developed regions--705--Slovenia--2009--Both sexes
Developed regions,705,Slovenia,2010,Female,NA,67.54,NA,34.82,5.74,14.4,0.78,6.18,2.1,20.49,70.69,Developed regions--705--Slovenia--2010--Female
Developed regions,705,Slovenia,2010,Male,NA,72.21,NA,44.37,11.02,NA,NA,3.81,5.17,42.56,47.95,Developed regions--705--Slovenia--2010--Male
Developed regions,705,Slovenia,2010,Both sexes,NA,69.91,NA,39.93,8.6,NA,NA,4.9,3.76,32.45,58.37,Developed regions--705--Slovenia--2010--Both sexes
Developed regions,705,Slovenia,2004,Female,NA,39.45,NA,35.38,4.48,12.2,NA,6.89,1.68,25.15,64.28,Developed regions--705--Slovenia--2004--Female
Developed regions,705,Slovenia,2004,Male,NA,42.19,NA,43.11,8.58,NA,NA,4.24,4.98,45.14,43.98,Developed regions--705--Slovenia--2004--Male
Developed regions,705,Slovenia,2004,Both sexes,NA,40.81,NA,39.33,6.7,NA,NA,5.46,3.46,35.96,53.3,Developed regions--705--Slovenia--2004--Both sexes
Developed regions,705,Slovenia,2006,Female,NA,50.16,NA,36.4,4.03,12.2,0.75,7.11,2.17,23.53,66.78,Developed regions--705--Slovenia--2006--Female
Developed regions,705,Slovenia,2006,Male,NA,57.83,NA,44.41,10.84,NA,NA,3.01,4.76,45.19,44.58,Developed regions--705--Slovenia--2006--Male
Developed regions,705,Slovenia,2006,Both sexes,NA,54.01,NA,40.61,7.74,NA,NA,4.88,3.58,35.33,54.68,Developed regions--705--Slovenia--2006--Both sexes
Developed regions,705,Slovenia,2011,Female,NA,63.51,NA,32.31,6.03,14.4,0.77,5.33,2.07,18.26,73.28,Developed regions--705--Slovenia--2011--Female
Developed regions,705,Slovenia,2011,Male,NA,71.13,NA,41.96,11.45,NA,NA,3.35,4.89,42.76,47.69,Developed regions--705--Slovenia--2011--Male
Developed regions,705,Slovenia,2011,Both sexes,NA,67.34,NA,37.42,8.96,NA,NA,4.26,3.59,31.5,59.45,Developed regions--705--Slovenia--2011--Both sexes
Developed regions,705,Slovenia,2012,Female,NA,66.17,NA,30.04,5.72,32.2,0.78,5.14,1.93,18.17,73.41,Developed regions--705--Slovenia--2012--Female
Developed regions,705,Slovenia,2012,Male,NA,70.47,NA,38.14,11.39,NA,NA,3.1,4.67,41.53,49.21,Developed regions--705--Slovenia--2012--Male
Developed regions,705,Slovenia,2012,Both sexes,NA,68.35,NA,34.37,8.79,NA,NA,4.04,3.41,30.81,60.32,Developed regions--705--Slovenia--2012--Both sexes
Developed regions,705,Slovenia,2013,Female,NA,71.36,NA,30.17,5.71,32.2,0.78,6.05,1.82,18.26,73.16,Developed regions--705--Slovenia--2013--Female
Developed regions,705,Slovenia,2013,Male,NA,73.96,NA,37.13,11.4,NA,NA,3.75,4.46,41.37,49.37,Developed regions--705--Slovenia--2013--Male
Developed regions,705,Slovenia,2013,Both sexes,NA,72.68,NA,33.83,8.82,NA,NA,4.79,3.26,30.88,60.17,Developed regions--705--Slovenia--2013--Both sexes
Developed regions,724,Spain,2003,Female,NA,33.37,NA,39.18,8.73,28.3,NA,2.68,2.94,13.34,82.75,Developed regions--724--Spain--2003--Female
Developed regions,724,Spain,2003,Male,NA,39.97,NA,49.31,12.69,NA,NA,0.95,6.82,41.64,51.52,Developed regions--724--Spain--2003--Male
Developed regions,724,Spain,2003,Both sexes,NA,36.63,NA,44.38,11.16,NA,NA,1.62,5.32,30.71,63.58,Developed regions--724--Spain--2003--Both sexes
Developed regions,724,Spain,2008,Female,NA,55.98,NA,43.74,8.35,36.6,0.47,1.39,3.41,11.23,86.2,Developed regions--724--Spain--2008--Female
Developed regions,724,Spain,2008,Male,NA,63.19,NA,51.47,12.69,NA,NA,0.76,7.37,40.01,54.86,Developed regions--724--Spain--2008--Male
Developed regions,724,Spain,2008,Both sexes,NA,59.59,NA,47.7,10.85,NA,NA,1.02,5.69,27.83,68.12,Developed regions--724--Spain--2008--Both sexes
Developed regions,724,Spain,2005,Female,NA,43.32,NA,43.05,8.85,36,0.45,2.31,3.05,12.44,84.04,Developed regions--724--Spain--2005--Female
Developed regions,724,Spain,2005,Male,NA,52.49,NA,52.54,12.97,NA,NA,1.12,6.45,41.09,52.42,Developed regions--724--Spain--2005--Male
Developed regions,724,Spain,2005,Both sexes,NA,47.88,NA,47.92,11.31,NA,NA,1.6,5.09,29.57,65.13,Developed regions--724--Spain--2005--Both sexes
Developed regions,724,Spain,2007,Female,NA,51.53,NA,43.39,8.53,36,0.47,1.55,3.23,11.62,85.43,Developed regions--724--Spain--2007--Female
Developed regions,724,Spain,2007,Male,NA,58.68,NA,52.16,12.76,NA,NA,0.74,6.96,41.45,52.93,Developed regions--724--Spain--2007--Male
Developed regions,724,Spain,2007,Both sexes,NA,55.11,NA,47.89,11.01,NA,NA,1.07,5.42,29.11,66.37,Developed regions--724--Spain--2007--Both sexes
Developed regions,724,Spain,2009,Both sexes,NA,62.62,NA,45.04,10.32,NA,NA,0.91,5.6,24.58,71.29,Developed regions--724--Spain--2009--Both sexes
Developed regions,724,Spain,2010,Female,NA,63.77,NA,40.24,7.77,36.6,0.48,1.01,3.48,9.57,87.98,Developed regions--724--Spain--2010--Female
Developed regions,724,Spain,2010,Male,NA,69.29,NA,44.97,12.43,NA,NA,0.66,7.11,33.65,60.76,Developed regions--724--Spain--2010--Male
Developed regions,724,Spain,2010,Both sexes,NA,66.53,NA,42.66,10.36,NA,NA,0.82,5.5,22.97,72.83,Developed regions--724--Spain--2010--Both sexes
Developed regions,724,Spain,2004,Female,NA,40.1,NA,39.79,8.63,28.3,0.44,2.32,3.15,12.81,83.52,Developed regions--724--Spain--2004--Female
Developed regions,724,Spain,2004,Male,NA,47.99,NA,49.77,12.96,NA,NA,0.85,6.8,41.5,51.83,Developed regions--724--Spain--2004--Male
Developed regions,724,Spain,2004,Both sexes,NA,44.01,NA,44.89,11.26,NA,NA,1.43,5.36,30.21,64.31,Developed regions--724--Spain--2004--Both sexes
Developed regions,724,Spain,2006,Female,NA,47.08,NA,43.96,8.45,36,0.46,1.92,3.24,11.65,85.08,Developed regions--724--Spain--2006--Female
